Korean,Spanish
죽여버린다,Matar
고버,Highburn
타임라인을,Línea de tiempo
리더는,El líder
타락시킨,Corrupto
나아지게,Mejor
립이,Labio
가야한다,tengo que ir
추억으로,En memoria
가야한다고,tengo que ir
도시도,Título de la ciudad
블루레이,Blu -ray
처음도,Primero
덕입니다,Esta es virtud
질문들이,Preguntas
우편으로,Por correo
호기심을,Curiosidad
원숭이처럼,Como un mono
버리겠다고,Lo arrojaré
울림,anillo
띄우세요,Fundar
강간당한,Violado
어젯밤부터,Desde ayer por la noche
심각하군요,Es en serio
뜻이라고,Significa
속였지,Fui engañado
대답하면,Si respondes
모퉁이에,En la esquina
infante,infante
는요,Es
원하,Deseo
지내냐,¿Eres?
이뤄낼,Para lograr
브랜디를,brandy
훌륭한지,¿Es genial?
범죄자를,Criminales
ameriques,ameriques
당신없이는,Sin Ti
작품이야,Es un trabajo
숨소리를,Respiración
걔네한테,A ellos
산업이,Industrial
연필이,Lápiz
좋을거에요,Sería bueno
작성하는,Escrito
이브닝,Tardecita
oublie,Oudie
오래죠,Por fin
뒤엉키는구나,Estás enredado
고치러,Arreglarlo
엉망이다,Hecho un desastre
그랜디를,Abundante
고딩,Escuela secundaria
브라더스,Hermanos
유산을,Legado
조나스,Jonas
유산은,Legado
유서를,Buscar
제공하지,No provisto
기다린단다,Esperar esperando
회사들은,Compañía
엉덩이로,Culo
들어있었어,Estaba en
조부님을,Abuelo
토미를,Tommy
곳이었죠,Era un lugar
뜨지,Flotante
신고는,Reporte
장소다,Lugar
해적행위를,Piratas
고소한,demandar
산체스가,Sánchez
사회적인,social
새하얀,Blanco Blanco
확신하는데,Estoy seguro
sometime,Algún tiempo
owned,Propietario
전향,conversión
부린,Inclinarse
고문이다,Tortura
꺼져있어,Apagado
침실에서,En el dormitorio
전화할까,Debo llamar
인쇄술은,Impresión
전화길,Vía telefónica
quelqu,quélula
스트레치,Tramo
수수께끼를,Misterio
안했다,No lo hice
어떻게할까요,Qué tengo que hacer
길어요,largo
envoie,Envío
쓰러뜨려,Noquear
고전적인,Clásico
됐을지,Quizás
우리로,Como
나오나요,¿Está saliendo?
민족의,Étnico
아루틴,Aritino
아메리카에서,En América
했었고,yo
och,Och
써주세요,Por favor escribe
영화와,Película y
누르세요,Prensa
명망,Reputación
choices,opción
평생의,Toda la vida
괜찮겠습니까,Está bien
탈거야,Remover
갇혔어요,estoy atrapado
코러스,Coro
들어오거나,Adelante
타이슨,Tyson
우연일,Coincidencia
조용히하라,Tranquilizarse
퀸이,Reina
정맥에,En las venas
난이,yo
해적선,barco pirata
결혼한다는,Casado
조심하시고요,Ten cuidado
그럴땐,Después
써야겠어,Tengo que usarlo
언어로,En el lenguaje
코박스,Cobox
쐈습니다,Disparar
릭은,Almiar
프렌드,amigo
아니었,No
샀을,Yo lo compré
알야,Alabama
돌과,Piedras
매일매일이,Todos los días
왼편으로,Izquierda
아녀요,No
재하야,Jaehaya
선녀님이,Hada
해하지,No dañado
묘지들이,Cementerio
어딨는지는,Donde es
영광이야,Gloria
데려갈거야,Me lo llevo
탱크가,Tanque
대피해야,Evacuar
가출,huir
조교님,Asistente
살아있습니다,Viva
때까지만요,Solo hasta que
bandit,bandido
보지는,Coño
한기준,Criterios
번뇌를,El problema
더기,Duda
실시간으로,en tiempo real
엄청났어요,Fue increíble
pris,Pris
이분의,Dicotómico
손이나,Mano o
먹통,Bulto
방식이라고,Llamó
알다,saber
블러드비스트,Bestia de sangre
호랑이가,Tigre
뛰어서,Salto
돌리라고,Para girar
퀸랜의,Reina
박탈,privación
granny,abuelita
친구들처럼,Como amigos
jj,JJ
사내는,En la casa
토스트를,Brindis
마티넬리를,Martinelli
넘어진,Derribado
제안합니다,Propuesta
글쎼,Escritura
안하죠,No
선보일,Presentado
nada,niña
살아보고,Vivir
심해져요,Se pone peor
아놀드씨,Arnold
빗물만이,Solo agua de lluvia
검사로,Por el fiscal
안봐,No puedo verlo
겁먹지는,Aterrador
그런걸로,Como eso
알아내려,Conocimiento
상대하려면,Lidiar con
집중할게,Me concentraré
mining,minería
이안이에요,Ian
산딸기가,Frambuesa
뒷간에,Detrás
브레멘,Bremen
으웩,Um
일라는,Trabajar
넘겼어요,Lo pasé por encima
장가를,Zhaba
흑해,Mar Negro
치르거라,Shira
뒤쪽을,atrás
valar,Válar
폐와,Pulmón
햇살이,Brillo Solar
명심하세요,Tenga en cuenta
애국심,patriotismo
그래왔듯,Como tal
혈중,Sangre
아스가르드를,Asgardo
세상이다,Es un mundo
이유고,Razón
공급하고,Suministro
복용하고,Tómalo
사이에요,Es entre
재혼,digamia
사람이었죠,Era una persona
안되는데요,no puedo
토르가,Thorga
왕이시여,"Wang,"
나을거야,Será mejor
머물러야,Tengo que quedarme
무서운지,Da miedo
전환점이,El punto de inflexión
ambition,ambición
귀머거리,completamente sordo
기분만,Sentimiento
읽어봐요,Leerlo
고민하고,Preocupante
대리인이,Agente
마취제에,Anestesia
커지는,Creciente
죽는거,Muriendo
처녀는,Virgen
accelerating,Acelerador
신사는,El caballero
shellers,billetes
관련도,Relevancia
감독님이,Director
셈과,SHEM y
퇴직을,Jubilación
백조를,Cisne
수술해서,Cirugía
헤라는,Hera
저남자는,El hombre
자네나,Maná
치료했습니다,Tratado
있는대로,Como
혼인한,Casado
장루,Jangru
부패할,Corrupción
치어서,Polluelto
다음은요,próximo
않던데요,No lo hice
orbit,orbita
확인해봤어요,Yo lo revisé
박씨,Parque
일어난건지,¿Está arriba?
절벽에서,En el acantilado
형제와,Hermanos y
갈망하고,Antojo
잠재력을,Potencial
들러붙어서,Atascado
의지하고,Confiar
팔만,Brazo
똥구멍이,Mierda
내비둬,Dejar un navegador
기업이,Corporativo
수업도,Clase
보고있어요,Estoy viendo
slop,agua sucia
아름다웠던,Hermoso
발목은,El tobillo
참가하고,Participar
그렇지않아,no es tan
멍청하다는,Tonto
포커,póker
형상대로,En forma
전시돼,En exhibicion
담당한,En cargo
여는데,Abrelo
섬길,Atender
에테르가,Éter
대에,En
하버드에서,En Harvard
자리니까,Porque
봉합사를,Sutura
문닫게,Cerrado
앞길이,A largo plazo
그사람들,Aquellos
순간부터요,Desde el momento
자연재해였죠,Fue un desastre natural
아쉽군,Desafortunadamente
진지하고,En serio
재능있고,Talentoso
하드코어,Duro
서러워,Triste
가진다고,lo tengo
이거라고,Esto es esto
가지고있는,tengo
좋아유,Me gusta
사형선고를,La sentencia de pena de muerte
권력은,Energía
텔레비전에서,En televisión
그러신,Asi que
야해,Sí
뜻하신,Significar
잘못되고,Equivocado
부탁하나만,Solo por favor
연락만,Solo contacto
잘되면,Si funciona bien
공작의,Pavo real
생각일랑,Pensamiento
duc,duc
볼튼의,Bolton
자식입니다,soy un niño
오시네,Venir
로프로,ROPRO
입원해야,Tengo que ser hospitalizado
가져왔던,traje
객실에서,En la habitación
재워주고,Dormido
deletes,eliminar
우즈요,Bosque yo
psychic,psíquico
밝혀내면,Cuando se revela
작지,Pequeña
것이나,O
social,Social
그럴필요,Debe ser
훔쳐가서,Robar
댁들은,Los hogares
진술,declaración
라스,Lás
얘기할게요,yo hablaré
suggesting,Sugerencia
상실을,Pérdida
듣지마,No escuches
만으로도,A todos
라멕의,Lamech
존경합니다,Te respeto
멱,멱
작살,Curro
왕비한테,A la reina
도련님도,El sangrado
요새도,Fortaleza
해서든지,Asi que
ach,Hol
오늘밤을,Esta noche
되었다는,Que era
에펠,Eiffel
장난하니,Estás bromeando
nuit,mancha
들어가세,Entra
행복하니,Estás feliz
별장에,En la villa
영식이,Young -Sik
쉬자,Descansar
우주인들이었고,Eran astronautas
얘기라고,Hablar
화제가,Actual
조각나지,Escultura
일이든지,Trabajar
도우면,Ayuda
느이들,Impresionante
입고있는,Usando
slab,losa
토끼처럼,Como un conejo
뿐이었죠,Era sólo
찾는거,Hallazgo
어머니요,Madre
확인좀,Controlar
어디들,En algún lugar
etait,Estaca
상쾌하지,No refrescante
singing,Cantando
바다는,Mar
일해도,Incluso si trabajas
멀미약인데요,Es el mareo
주말이,Fin de semana
않으실래요,No quiero
지원할,Apoyo
상아부리,Marfil
wenneck,Veloz
영광이오,Gloria
fraise,frazar
시스템으로,Por sistema
야벳은,Jarra
어디가는데,A dónde vas
voleur,Voleur
구스타브가,Racilarse
무셔,Tributo
affirmative,AFIRMATIVO
messy,desordenado
아웅,cucú
라스베가스에,Las Vegas
보트에서,En el bote
smells,Olores
balloon,globo
d의,D
아셨겠죠,Debes saber
친절하지,No grato
않으리란,no lo haré
짐승과,Bestia y
자비의,Misericordia
정의요,Definición
달동안,Para la luna
자장,Campo magnético
춰요,Hazlo
호텔이,Hotel
기조,fundamental
어느쪽,O
살펴보겠습니다,Vamos a ver
명확하고,Claramente
acclamaient,Aclama
귈,Dedo
lachez,lachez
pfph,pfph
도착하게,Llegada
스승이었습니다,yo era profesor
엄니가,Colmillo
shifted,desplazado
상처받는다고요,Estoy herido
이번건,Este caso
원하는가,Quieres
다가와,Venir
조작기를,Operador
조지라고,Jorge
건배합시다,Hagamos un brindis
상관입니까,Importa
당신이에,Tú
죽인다고요,Asesinato
badger,Tejón
친구이기도,Un amigo
보내야지,Tengo que enviar
손잡이,resolver
뺏으려,Para tomarlo
고전,clásico
괜찮은거에요,está bien
말레키스,Malkis
팔찌형,Pulsera
안맞는것,Encaja
passe,pasar
풍기면서,En
지내시죠,Te quedas
도와줘도,Incluso si ayudas
썼습니다,escribí
멜은,Mel
안승필이,Ahn seung -pil
죽어있었어,yo estaba muerto
올거다,Venir
그분께선,A él
dreamed,Soñado
받거나,Obtener o recibir
지니아,Geniaco
쓰레기같은,Baja calidad
믿는게,Creyente
걱정하게,Preocupante
여든,ochenta
origin,Origen
초코렛,Chocolate
보는거,Viendo
어두울,Oscuro
보는것,Espectador
왼편,Izquierda
소매에,En la manga
나가야겠어요,tengo que salir
흉부외과를,Cirugía Torácica
대비해서요,En la preparación de
어슬렁거리고,Errante
트레일러를,Remolque
사라졌네요,Se fue
사랑했단,me gustó
성공해야,Éxito
일부만,Parte
주인들이,Maestría
그랬는,Que
녹색으로,Verde
씩스,Susto
빅맥,Big Mac
계시지만,A pesar de que
바로잡기,De corrección
폐도,Carretera de pulmón
안간힘을,Imparable
すくえるくらいで,く え い い で
자원해서,Voluntariamente
쓸쓸히,Solitaria
充分なんだ,充 ん ん だ
건져내는,Rescató
물건으로,Por
책이죠,Es un libro
分け合える,け 合 え る
부처님한테,Al Buda
장치인진,Dispositivo injinjin
人がいるか,人 が い る
메리에게,Para María
맞춰요,Igualalo
いないかだけだ,い い だ だ だ
성숙한,maduro
두려웠다,Tenía miedo
어찌해야,Qué tengo que hacer
해왔지만,lo he hecho
들판에,En el campo
굶겨,Morirse de hambre
이라면,Si esto es
가질수록,Cuanto más tienes
촛불을,Vela
던졌어,Tírarlo
매니큐어,manicura
맡기세요,Dejalo
unstoppable,Imparable
버티진,Atascado
진전,desarrollo
안정되고,Estable
축하하고,Felicidades
찾아올게,vendré
김소동,Kim tan -dong
전입니다,soy
사마귀가,Verrugas
간난이,Cránico
연출보,Informe de dirección
코리아,Corea
forcing,Forzamiento
뜻이네,Significa
오십니까,Cuánto tiempo
newborns,recién nacidos
어려운지,Es difícil
암시장에,Al mercado del cáncer
억양을,Acento
들었네요,lo escuché
나무들은,Los árboles
지혈이,Hemostático
먹었소,Me lo comí
예정보다,Atar
이내로,Dentro de
으유,Yu
그들에게서,De ellos
권력,autoridad
상처받을,Herir
대량의,Masivo
보기가,Vista
기온은,La temperatura es
평이나,Pyeong o
지혜야,Sabiduría
몇년전에,hace pocos años
작곡도,Composición
chemical,químico
내려오면,Cuando bajas
physical,Físico
판자를,Planker
본능적으로,En un instinto
헌터,Cazador
영혼으로,Alma
유언장을,Un deseo
삼촌이야,Es mi tío
노래해요,Cantando
알아듣겠니,¿Entenderás
땅콩을,Miseria
못가서,No puedo ir
않으셨어,No lo hiciste
신사분,Hidalgo
베가스에,Vegas
건들면,Si lo tocas
구룡이는,Kowloon
엄마한테도,A mi mamá
dinosaurs,Dinosaurios
뭐냐구,Qué es
해보란,Halgorano
그동안의,Mientras tanto
직격할,Directo
부딪쳤어요,Lo golpeé
생각하나봐,Piénsalo
미숙,inmadurez
놔두질,Zurdo
나서부터,De
딱이네,Perfecto
보호하려,Proteger
사는것,Vivir
않다가,No
없으니깐,Porque no hay
누워있어,Acuéstate
스푼으로,Cuchara
incidents,incidentes
실습을,Práctica
세탁소,ropa sucia
고모는,Tía
블라디,Vladi
방사선과에,En el departamento de radiación
변함없어,Sin alterar
空に座り,り
앤이에요,Ana
それぞれの音を奏でていた,そ ぞ ぞ の の の い い い
edges,bordes
세상에서가장,El más del mundo
염두에,En mente
조안,Joan
素直になれと言われなくても,素
솔직해지라고,Se honesto
이곳과,Con este lugar
淚はもう,淚 う
져서,En
징징대,Gimoteo
박는,Pacífico
足元で小さな海になった,小 小 さ っ
cripple,lisiado
울기도,Llorando
질펀한,Chatarra
카스텔루치오,Castellucio
프랭키를,Frankie
병처럼,Como una botella
보여봐,Enséñalo
배웠는지,he aprendido
bled,Desangrado
제군은,El militar
僕の想いを連れて,僕 の 想 い を
星達は,星達 は
땋는,Trenzado
심장파트를,Parte del corazón
정치적인,Político
때려줄,Derrotar
한계는,Los límites son
앉자,siéntate
살려주고,Guardarlo
돌아갑니다,vuelvo
재생성할,Regenerador
들의,campo
알아차렸어요,Me di cuenta de
생명이다,Ser la vida
patrice,patricio
일어나선,Arriba
먼지로,Polvo
끼치는,Doblado
측선으로,Por línea lateral
주문했어요,Pedí
paranoia,paranoia
deserves,Merece
생각한다는,Pensar
다르게요,Diferente
programme,Programa
뇌졸중이,Carrera
산사가,Sansaga
되셨죠,Estabas
침입했어요,Introducido
번씩은,Una vez
잃었다고요,perdí
바론,Barón
측에,En el lado
파인애플,piña
기계에서,En la máquina
赤く透き通る夕暮れの後,透 透 き 夕 の の 後
당직실로,En una sala de servicio
약들을,Drogas
기관차,locomotora
와가,Guau
만나보시죠,Vamos a quedar
연결하면,Cuando está conectado
보관할,Tienda
大嫌いだ,大 嫌 い だ
大切を,大 切
장물,bienes robados
헬레나를,Helena
빈혈,anemia
살려줘야,Tengo que guardarlo
しってしまった,っ て て っ
패스를,Pasar
개구리를,Rana
잘되는,Bien
식당이,Restaurante
외출할,Salir
푸줏간,carnicería
알아버린,Observó
ああ幸せなんて,あ 幸 ん ん
뉴욕은,Nueva York
小さなスプ,小 さ プ
일기장,diario
확신했어요,Yo estaba convencido
ンで,ン で
바이크,bicicleta
완벽하다,Es perfecto
백작님,Contar
주고요,Dame
카프로니,Caproni
엔트리에서,En la entrada
